"ID"	"S2_DRSC_CG8144_RNAi_1"	"S2_DRSC_CG8144_RNAi_3"	"S2_DRSC_CG8144_RNAi_4"	"S2_DRSC_Untreated_1"	"S2_DRSC_Untreated_3"	"S2_DRSC_Untreated_4"
"FBtr0079262"	"302.986518108969"	"294.684704045606"	"284.222634668161"	"337.698311048932"	"351.323119128267"	"371.370312718618"
"FBtr0113411"	"387.599329497699"	"395.189194509382"	"400.576295517508"	"285.846690029114"	"299.026973462221"	"250.503482997989"
"FBtr0346087"	"2003.1305291136"	"1724.1892112607"	"2108.97208650166"	"1929.34396936202"	"2058.18260723148"	"2019.44945973988"
"FBtr0073970"	"165.769871566866"	"419.827619276991"	"0"	"165.765682012149"	"273.331490026559"	"48.0311503117501"
"FBtr0083435"	"304.95631019227"	"316.932876782399"	"328.264223161233"	"330.522979036874"	"319.760828727372"	"300.870989361736"
"FBtr0330037"	"304.95631019227"	"316.932876782399"	"328.264223161233"	"330.522979036874"	"319.760828727372"	"300.870989361736"
"FBtr0089550"	"939.005529639313"	"973.1617223456"	"982.926766023861"	"1091.87058376414"	"1074.76658591233"	"1041.55189984177"
"FBtr0307522"	"35.452406868142"	"38.6685490425874"	"28.7861174678272"	"29.3219332462478"	"29.6830679257155"	"33.2789359902236"
"FBtr0074454"	"9036.01744887168"	"9737.80573613442"	"9023.70447417857"	"8862.64087756118"	"9050.31047253714"	"8232.36468078418"
"FBtr0334404"	"1616.33532580904"	"1894.71732647443"	"1914.91851254711"	"907.805242546225"	"925.7058574592"	"468.001725829744"
"FBtr0334405"	"381.697421099032"	"240.904105674833"	"450.532491095652"	"100.417489853457"	"123.095227498478"	"148.14407343657"
"FBtr0074932"	"75.7601888620494"	"79.9246811410311"	"82.5273109954978"	"68.4492950790243"	"61.6678100906971"	"68.6245382610317"
"FBtr0071828"	"898.108613878916"	"1006.43976012413"	"953.162749353256"	"854.376364908956"	"801.077731776389"	"838.887779660918"
"FBtr0344880"	"102.310979666699"	"82.6924467174581"	"81.8761692345433"	"101.202770659437"	"82.6871545080747"	"93.2454940163091"
"FBtr0339535"	"168.958256935832"	"140.3446470832"	"148.540637859213"	"123.121463654277"	"158.562936540668"	"95.6934226336955"
"FBtr0310464"	"65.3085889390467"	"63.7479361323423"	"54.3413209916305"	"54.6284545983775"	"54.340261090868"	"61.8657041896849"
"FBtr0301216"	"13.0287149729849"	"8.98173550358218"	"20.1235846448674"	"12.1880132684205"	"8.97614657938283"	"11.5522447538699"
"FBtr0077987"	"509.222132332591"	"494.509117200375"	"472.754821874283"	"482.438979906045"	"473.623825293624"	"547.57637505973"
"FBtr0077988"	"209.090902120028"	"204.131314085092"	"174.701012958828"	"312.192816904772"	"332.527658060256"	"328.96492029396"
"FBtr0336664"	"672.161276555599"	"711.40770489643"	"697.735942950813"	"668.820287283712"	"588.397723726007"	"760.949402328716"
"FBtr0073029"	"511.678069103082"	"461.649882517164"	"472.726780604331"	"404.651191934617"	"385.91770648117"	"529.062743060055"
"FBtr0086627"	"2275.47143812619"	"2318.24196870611"	"2295.77751187279"	"2221.17037156785"	"2297.50421492713"	"2112.64664888128"
"FBtr0086149"	"151.968231290944"	"119.777112403567"	"118.924025577035"	"135.716052251894"	"150.318033553564"	"119.77537723187"
"FBtr0336666"	"830.556873663095"	"947.511260977639"	"898.195630355546"	"1022.30880420953"	"878.280698048438"	"1062.25110525835"
"FBtr0333408"	"21.8221590989465"	"54.7613410805539"	"59.8618110046031"	"109.734479184092"	"65.9878298779734"	"59.8652278943504"
"FBtr0078133"	"509.288473326658"	"529.37770348227"	"554.095581045276"	"574.561763190715"	"528.420620574454"	"586.428844460068"
"FBtr0074260"	"26.0816721062566"	"23.2048079213106"	"24.1726804923741"	"15.7948390936434"	"18.3328719247241"	"17.364106431218"
"FBtr0330095"	"97.651731868688"	"102.800776832094"	"105.595614028836"	"104.872167172261"	"99.9948248797023"	"97.199131307229"
"FBtr0073158"	"97.651731868688"	"102.800776832094"	"105.595614028836"	"104.872167172261"	"99.9948248797023"	"97.199131307229"
"FBtr0070094"	"321.306862660096"	"323.786920651564"	"308.600261913198"	"302.926484477001"	"307.650345740175"	"307.654590253329"
"FBtr0081416"	"211.579554690385"	"266.133907219063"	"219.211663314428"	"281.884072896579"	"233.872115948887"	"222.147244704188"
"FBtr0081415"	"1209.6058944207"	"1129.7998500006"	"1144.61674236312"	"1369.61965525509"	"1547.41433180539"	"1343.40337060553"
"FBtr0330373"	"434.872217023686"	"439.330923977038"	"407.575761540782"	"430.691967432078"	"435.034717457386"	"449.626640404574"
"FBtr0273323"	"104.955247982383"	"104.991077460663"	"78.3508452630638"	"69.7244938425127"	"72.642250551772"	"94.5253413083555"
"FBtr0273324"	"434.872217023686"	"439.330923977038"	"407.575761540782"	"430.691967432078"	"435.034717457386"	"449.626640404574"
"FBtr0089584"	"104.642657828999"	"91.9740731289446"	"112.789492986577"	"88.7641430038438"	"92.8734029979017"	"90.1617611115953"
"FBtr0077019"	"62706.5256439621"	"38708.3458505422"	"39325.1802573972"	"25277.0358606946"	"40067.6337688176"	"39032.082590302"
"FBtr0331790"	"145.356721598237"	"98.4878251446023"	"114.260995230903"	"107.613754008132"	"135.606889584244"	"141.179808553914"
"FBtr0331789"	"11.0778865958184"	"24.3699871265718"	"1.21881567976507"	"9.40170579735068"	"8.0760862211"	"10.6517600038525"
"FBtr0072420"	"36.7244360834971"	"33.9907793097404"	"45.5363148814293"	"20.341019493772"	"13.5497969048945"	"23.3271236179867"
"FBtr0078682"	"885.623500066098"	"945.334701955655"	"986.172696519487"	"933.552886565693"	"836.704890673796"	"894.931320728309"
"FBtr0303480"	"44.3643009977681"	"54.7509818852011"	"9.32854296463559"	"45.197848194293"	"58.1731560366045"	"57.3200494355153"
"FBtr0083917"	"270.657031747358"	"151.710885437289"	"192.198473627405"	"102.950146058193"	"209.406876729329"	"183.09092558926"
"FBtr0083915"	"105.710232161784"	"278.721808276706"	"370.591027441644"	"491.017549255551"	"106.571830481802"	"417.982128630602"
"FBtr0083914"	"98.6506796835801"	"145.714266404054"	"87.0868387376561"	"127.796289540678"	"87.9608181614046"	"87.9647321813122"
"FBtr0083916"	"749.224206092328"	"685.379590294609"	"590.207623505237"	"534.25015050965"	"940.034268236424"	"454.509170707568"
"FBtr0289940"	"93.8009060318844"	"180.612385526357"	"29.5441710620492"	"77.1013822465231"	"57.8676260509609"	"69.0295714731911"
"FBtr0290326"	"429.992039488453"	"345.950335837559"	"404.225394089942"	"206.724144460441"	"318.746533521181"	"222.588392445966"
"FBtr0290327"	"391.499767631294"	"181.998829171736"	"396.641748842012"	"663.673466869282"	"785.634856540335"	"768.116519141577"
"FBtr0300261"	"269.684559003998"	"581.095918745384"	"221.208066003234"	"451.382479387482"	"337.61368439483"	"324.288657095993"
"FBtr0077460"	"385.713758224126"	"398.449951670702"	"395.016724246289"	"382.360915672816"	"340.158052625869"	"406.1625636395"
