"ID","S2_DRSC_Untreated_1","S2_DRSC_Untreated_3","S2_DRSC_Untreated_4","S2_DRSC_CG8144_RNAi_1","S2_DRSC_CG8144_RNAi_3","S2_DRSC_CG8144_RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0332405",1322.13616344368,1618.71892072289,1156.06956875854,519.235761407327,351.892396394732,547.65672049339,1.32303220575482e-06,-2.20788550450305,8.45550077174425e-11,0.216451318757825,5.87842958392182
"FBtr0303384",871.879442189752,1114.29295350134,536.591818180631,130.777787435843,171.8310166837,167.859012840394,4.26645458857686e-09,-3.50105084688187,2.72669175469858e-13,0.08832398976419,8.36993287256397
"FBtr0332046",548.110095417668,558.961503713437,508.753182221962,164.708772862292,129.966333266951,217.722658061968,1.13456177862936e-07,-2.39671160162614,7.25098599494701e-12,0.189896918305288,6.9451718511344
"FBtr0307306",829.829399139218,1005.68909101364,819.001531298954,522.309244202127,460.021146337934,457.390574175426,0.000167878633962061,-1.27464521664892,1.07291259642143e-08,0.413326790697369,3.77500457332493
"FBtr0310653",84.6373707138061,89.1899058511831,73.5219380406743,10.5661214565821,11.2957798599397,15.864401935729,1.08646579369207e-08,-3.99396649280661,6.94360448451504e-13,0.0627619291074603,7.96398394246323
"FBtr0077234",2217.72197161082,2615.49057218255,2225.00024528522,1093.46833698421,1051.7549338551,897.765918116773,4.71044996362152e-14,-1.75220194168137,3.01044926415384e-18,0.296848362169478,13.3269376051038
"FBtr0332930",227.517488003643,239.294877319695,211.953005071022,60.4610401679492,54.2442663960756,66.9121492785651,1.15204540404072e-11,-2.75422319473955,7.36272387065075e-16,0.148216380569955,10.9385304043019
"FBtr0290025",197.047906099461,131.471485551055,259.340647887799,13.5030377646982,18.3411918153714,17.3870456510142,3.41956542970249e-12,-5.20321083894768,2.18544476877516e-16,0.0271442260731296,11.4660290820942
"FBtr0076792",1234.56138208097,1298.7432351539,1411.30703006667,849.089563058476,776.754797771073,675.546218472942,0.000309997255039704,-1.12148281111028,1.98119291263311e-08,0.459621180896676,3.50864215173472
"FBtr0303106",370.110201330266,413.412199826138,382.614676474726,230.396858149515,202.740844882565,215.640736793824,0.00735064142977355,-1.22387700834067,4.69779601826136e-07,0.428130639420447,2.13367476196933
"FBtr0290077",690.089227421275,878.225358332402,746.833062737326,232.112482438321,157.760077850273,114.267544286604,1.56031051728522e-08,-3.17654881502882,9.9719468095176e-13,0.110602138454601,7.80678896413029
"FBtr0085735",76.1665165780166,82.5029176412226,79.8653400718395,11.2141255864377,8.91106600860619,7.07803649628583,1.70951411019522e-11,-4.58501214988599,1.09255071911243e-15,0.0416652327672307,10.76712731022
"FBtr0087530",3344.14858376776,3431.5203199783,2615.12990658324,1620.38360936296,1923.01058488521,1741.0935827431,0.00129825344262718,-1.19743423476873,8.29713966017243e-08,0.436050087023921,2.88664051709647
"FBtr0077409",723.647667351783,767.120395023813,814.705397989692,320.187142277457,391.620936716285,206.29600264806,0.00973761971840508,-1.91607557614561,6.22331419339495e-07,0.264974314702328,2.01154718988697
"FBtr0071690",1584.47296519577,1571.35278783104,1817.02658737791,999.715060059124,895.57922973298,953.279225010443,3.20453798893813e-07,-1.16082382220985,2.04802069977512e-11,0.447257065309554,6.49423457560483
"FBtr0302713",319.911515320114,259.303547891246,271.120839133512,23.2943881515767,66.9414881892023,65.8485545417681,0.000894471432144574,-3.53111971861809,5.71656823764667e-08,0.0865021787777226,3.04843352548241
"FBtr0332500",827.087133464674,877.151795397255,804.283275005558,418.5105841836,385.280355405216,418.00796676784,5.54691262393004e-12,-1.49770865947394,3.54503267331121e-16,0.354115363050182,11.2559486751603
"FBtr0072561",166.209000638852,172.467533725552,195.976063026144,61.5791894239434,48.5583851566588,49.3445503680942,5.04924004210145e-07,-2.54012319594486,3.22697005311015e-11,0.171928045202479,6.29677398234828
"FBtr0087115",88.154917452863,95.1186491437321,98.8212466293201,27.2920367514426,18.6007243186506,23.0190527129538,1.85119848863829e-05,-2.95029608288752,1.18310122620201e-09,0.129381559904702,4.73254701296035
"FBtr0086272",166.763982584958,199.714833880664,133.499095262385,59.2792605186765,62.1086752379954,52.9488125601873,0.00362363432173535,-2.19804860738142,2.31586522767007e-07,0.217932217173188,2.4408556355166
"FBtr0073269",1994.42687761617,1870.73389083287,1814.23069775036,462.301421222585,655.744301478186,618.890661604647,6.29867017670294e-20,-2.46536805831875,4.02548103579149e-24,0.181071568703734,19.2007511324325
"FBtr0344179",233.685423150158,291.708934034479,245.154983705135,127.736402096772,106.502231179108,101.025439648391,0.00206972946418596,-1.74048111657963,1.32276440479706e-07,0.299269857622718,2.68408641777478
"FBtr0084549",939.685031771415,947.731772084286,1043.36486460168,143.7168913004,101.342165755775,112.865910469398,1.10505083252549e-51,-4.38375728641044,7.06238149501817e-56,0.0479024320036905,50.9566177438996
"FBtr0110971",122.459101958252,131.191028323966,111.045372510111,31.7602068286721,28.7627586640494,39.6807147291671,1.30435879711171e-05,-2.73478490965661,8.3361589896575e-10,0.150226901739723,4.88460292841073
