target_id	length	eff_length	est_counts	tpm
FBtr0329845	9210	9028.31	0	0
FBtr0329843	7328	7146.31	35.0304	0.587978
FBtr0082799	3501	3319.31	2490.06	89.9829
FBtr0082797	3268	3086.31	1901.51	73.9023
FBtr0346346	3167	2985.31	1685.72	67.7319
FBtr0346347	5382	5200.31	1982.71	45.7329
FBtr0084420	1764	1582.31	0	0
FBtr0074230	5678	5496.31	872	19.0302
FBtr0112400	526	344.312	5.06828	1.76566
FBtr0331156	4583	4401.31	4	0.109012
FBtr0331157	4583	4401.31	4	0.109012
FBtr0343982	4396	4214.31	0	0
FBtr0332994	6340	6158.31	0	0
FBtr0070707	4416	4234.31	61.8737	1.75276
FBtr0070704	1597	1415.31	0	0
FBtr0070706	1483	1301.31	4136.3	381.267
FBtr0307065	4061	3879.31	0	0
FBtr0300565	3200	3018.31	64.4643	2.56185
FBtr0346714	3299	3117.31	1203.67	46.3153
FBtr0339597	3557	3375.31	0	0
FBtr0344276	3700	3518.31	183.817	6.26685
FBtr0082092	3278	3096.31	0	0
FBtr0344275	3494	3312.31	0	0
FBtr0300564	3551	3369.31	0.0742397	0.00264298
FBtr0344277	3176	2994.31	130.801	5.23978
FBtr0305273	2369	2187.31	0	0
FBtr0114644	2288	2106.31	0	0
FBtr0078384	2163	1981.31	16.7627	1.01482
FBtr0078383	2884	2702.31	62.7036	2.78327
FBtr0305331	2229	2047.31	385.534	22.5879
FBtr0346513	1115	933.312	0	0
FBtr0333152	745	563.312	0	0
FBtr0112510	1761	1579.31	2.66667	0.202535
FBtr0087297	1997	1815.31	301.475	19.9204
FBtr0087296	2106	1924.31	1147.53	71.5295
FBtr0332380	893	711.312	1	0.168631
FBtr0077024	642	460.312	1	0.260583
FBtr0078507	998	816.312	0	0
FBtr0084821	1345	1163.31	0	0
FBtr0071309	444	262.312	0	0
FBtr0346164	542	360.312	0	0
FBtr0082010	914	732.312	1027	168.218
FBtr0086091	2538	2356.31	64.5366	3.28528
FBtr0086092	2361	2179.31	784.463	43.1769
FBtr0079762	971	789.312	8.87415	1.34858
FBtr0299772	3627	3445.31	0	0
FBtr0299771	3614	3432.31	0	0
FBtr0299768	2049	1867.31	3.30297e-06	2.12171e-07
FBtr0345263	3657	3475.31	0	0
FBtr0305057	3534	3352.31	0	0
FBtr0305058	3269	3087.31	5	0.194262
FBtr0070184	462	280.312	0	0
FBtr0310497	623	441.312	6	1.63081
FBtr0075590	1781	1599.31	0	0
FBtr0332094	967	785.312	7	1.06919
FBtr0088695	2287	2105.31	339	19.3144
FBtr0346507	3973	3791.31	8.90386	0.2817
FBtr0346508	4277	4095.31	13.4714	0.394571
FBtr0302176	2911	2729.31	33.207	1.4594
FBtr0088450	3827	3645.31	1361.68	44.8061
FBtr0331955	2829	2647.31	0	0
FBtr0085033	1059	877.312	0	0
FBtr0081690	735	553.312	0	0
FBtr0080434	3809	3627.31	729.816	24.1339
FBtr0112501	300	118.353	17	17.2294
FBtr0088394	3691	3509.31	12.7751	0.436656
FBtr0088393	1596	1414.31	265.936	22.5544
FBtr0077210	3859	3677.31	0	0
FBtr0077204	3814	3632.31	0	0
FBtr0077208	3497	3315.31	43.5866	1.57698
FBtr0307526	3404	3222.31	2.69623e-08	1.00366e-09
FBtr0077205	3814	3632.31	0	0
FBtr0077209	3421	3239.31	0	0
FBtr0077206	3778	3596.31	0	0
FBtr0307527	3359	3177.31	0.841272	0.0317596
FBtr0077207	2494	2312.31	42.2124	2.18974
FBtr0307528	2551	2369.31	198.425	10.0455
FBtr0307524	3580	3398.31	0	0
FBtr0077203	2908	2726.31	85.4081	3.7577
FBtr0307529	3457	3275.31	0	0
FBtr0307525	3472	3290.31	55.5264	2.02424
FBtr0308086	2917	2735.31	0	0
FBtr0300799	2131	1949.31	64.2925	3.95619
FBtr0333671	2893	2711.31	0	0
FBtr0300797	2899	2717.31	0	0
FBtr0300798	3016	2834.31	0	0
FBtr0308087	3052	2870.31	13.2889	0.555339
FBtr0089119	1457	1275.31	4.26727	0.401359
FBtr0300796	2989	2807.31	0	0
FBtr0300800	2419	2237.31	307.501	16.4861
FBtr0089116	2557	2375.31	30.6502	1.54778
FBtr0113033	2063	1881.31	16	1.02013
FBtr0452145	2063	1881.31	16	1.02013
FBtr0332591	2322	2140.31	0	0
FBtr0074079	2391	2209.31	1667.01	90.5064
FBtr0332592	2813	2631.31	22.9918	1.04809
FBtr0086996	509	327.312	0	0
FBtr0336954	1719	1537.31	3	0.234076
FBtr0346809	537	355.312	0	0
FBtr0308827	1595	1413.31	69.2678	5.87884
FBtr0084137	1585	1403.31	1180.23	100.881
FBtr0308826	1685	1503.31	93.5041	7.46071
FBtr0071541	1160	978.312	1200	147.13
FBtr0336859	4083	3901.31	2	0.0614919
FBtr0336860	2977	2795.31	0	0
FBtr0080707	2975	2793.31	0	0
FBtr0290334	6101	5919.31	0	0
FBtr0290335	5687	5505.31	0	0
FBtr0308597	3817	3635.31	0	0
FBtr0301944	3668	3486.31	0	0
FBtr0080480	680	498.312	0	0
FBtr0081576	856	674.312	51	9.0721
FBtr0339734	982	800.312	0	0
FBtr0084804	937	755.312	0	0
FBtr0332163	527	345.312	0	0
FBtr0303731	500	318.312	0	0
FBtr0086044	5969	5787.31	2231.38	46.2482
FBtr0335270	7801	7619.31	31.0961	0.48954
FBtr0070437	958	776.312	0	0
FBtr0302447	990	808.312	0	0
FBtr0302449	934	752.312	8	1.27553
FBtr0302448	938	756.312	0	0
FBtr0087862	1776	1594.31	145.66	10.9588
FBtr0302455	1323	1141.31	0	0
FBtr0087864	1174	992.312	85.3403	10.3158
FBtr0087863	1625	1443.31	0	0
FBtr0072962	1175	993.312	3	0.362271
FBtr0076847	2944	2762.31	3072	133.397
FBtr0336754	1664	1482.31	5	0.404603
FBtr0081966	1813	1631.31	0	0
FBtr0070293	1466	1284.31	0	0
FBtr0070294	1564	1382.31	158	13.7104
FBtr0074896	1540	1358.31	1312.92	115.941
FBtr0331800	1442	1260.31	216.083	20.5656
FBtr0072564	718	536.312	389	87.0023
FBtr0074785	476	294.312	132.083	53.8317
FBtr0346015	797	615.312	1.91686	0.373674
FBtr0074474	531	349.312	1	0.343388
FBtr0331811	2213	2031.31	271.196	16.0142
FBtr0075141	2477	2295.31	147.804	7.72402
FBtr0088926	2379	2197.31	241	13.156
FBtr0301134	7742	7560.31	0.00368245	5.84245e-05
FBtr0085069	7724	7542.31	1324	21.0562
FBtr0078288	1614	1432.31	280	23.4487
FBtr0304820	1673	1491.31	0	0
FBtr0301448	1104	922.312	17.83	2.31885
FBtr0301447	1084	902.312	263.278	34.999
FBtr0301446	1179	997.312	39.8924	4.79797
FBtr0345944	863	681.312	1.37213	0.241572
FBtr0345943	934	752.312	6.62787	1.05676
FBtr0301526	2231	2049.31	3	0.175595
FBtr0089287	2558	2376.31	0	0
FBtr0337061	2552	2370.31	0	0
FBtr0075653	3277	3095.31	1.88226	0.0729411
FBtr0075654	3284	3102.31	0.117745	0.00455254
FBtr0329941	5970	5788.31	127.546	2.6431
FBtr0079301	4814	4632.31	342.378	8.86555
FBtr0329942	4949	4767.31	262.952	6.61608
FBtr0079300	4466	4284.31	480.062	13.4405
FBtr0329943	4466	4284.31	480.062	13.4405
FBtr0076933	990	808.312	0	0
FBtr0078830	1636	1454.31	98.7293	8.14305
FBtr0078828	1581	1399.31	766.237	65.6821
FBtr0078829	1631	1449.31	305.034	25.2455
FBtr0343392	1090	908.312	0	0
FBtr0081279	810	628.312	514	98.1265
FBtr0309241	2504	2322.31	716.262	36.9955
FBtr0085444	1683	1501.31	1274.94	101.863
FBtr0085446	2341	2159.31	110.683	6.14843
FBtr0085442	2576	2394.31	362.6	18.1654
FBtr0085445	2417	2235.31	23.4042	1.2559
FBtr0085443	2712	2530.31	230.109	10.9083
FBtr0088549	2257	2075.31	45.6963	2.64117
FBtr0306808	2462	2280.31	54.1861	2.85031
FBtr0088548	2572	2390.31	2198.89	110.344
FBtr0088550	2382	2200.31	2857.25	155.762
FBtr0339384	2563	2381.31	43.9721	2.21493
FBtr0072788	849	667.312	82.6299	14.8527
FBtr0332877	799	617.312	22.4531	4.36284
FBtr0332876	789	607.312	80.9985	15.9979
FBtr0330391	7025	6843.31	60.8752	1.06702
FBtr0070244	7025	6843.31	60.8752	1.06702
FBtr0345507	6975	6793.31	57.268	1.01118
FBtr0343114	1820	1638.31	0	0
FBtr0081125	1808	1626.31	1.24878	0.0921046
FBtr0343113	918	736.312	1.7565	0.286144
FBtr0088203	707	525.312	0	0
FBtr0301738	1225	1043.31	0	0
FBtr0340494	2401	2219.31	0	0
FBtr0071336	2061	1879.31	0	0
FBtr0077408	924	742.312	250.294	40.4447
FBtr0082719	1318	1136.31	426	44.9687
FBtr0073257	1586	1404.31	0	0
FBtr0086736	3127	2945.31	7.55869	0.307832
FBtr0086740	3870	3688.31	4483.97	145.825
FBtr0086738	2433	2251.31	26523.5	1413.17
FBtr0336484	2390	2208.31	58.2577	3.1644
FBtr0100617	2825	2643.31	0	0
FBtr0078907	2693	2511.31	10.5448	0.50366
FBtr0336483	2573	2391.31	398.197	19.9738
FBtr0300890	687	505.312	117	27.7731
FBtr0087788	691	509.312	0	0
FBtr0333952	4541	4359.31	93.7007	2.57824
FBtr0333962	12307	12125.3	2.95321e-06	2.92146e-08
FBtr0333960	3157	2975.31	0	0
FBtr0333957	3258	3076.31	6.85337	0.267222
FBtr0333954	3153	2971.31	8.64066	0.348816
FBtr0333956	3564	3382.31	69.299	2.4576
FBtr0333958	3501	3319.31	1670.88	60.3803
FBtr0333953	3168	2986.31	0	0
FBtr0333961	11114	10932.3	5.30646	0.0582225
FBtr0333959	3082	2900.31	6.43448e-07	2.66114e-08
FBtr0333955	3086	2904.31	7.3219	0.302398
FBtr0088331	1195	1013.31	1	0.118374
FBtr0088330	1349	1167.31	0	0
FBtr0299623	4695	4513.31	588.141	15.6309
FBtr0299624	3931	3749.31	1104.48	35.335
FBtr0299622	2208	2026.31	23.4256	1.3867
FBtr0299625	1689	1507.31	81.5504	6.48965
FBtr0339261	1787	1605.31	29.2097	2.18256
FBtr0333266	4530	4348.31	0	0
FBtr0333267	7873	7691.31	896.576	13.9825
FBtr0072589	6346	6164.31	3976.42	77.376
FBtr0305556	2672	2490.31	1	0.0481664
FBtr0072219	1361	1179.31	5451.1	554.44
FBtr0305990	1376	1194.31	23.2298	2.33306
FBtr0305989	1393	1211.31	20.6639	2.04623
FBtr0342704	1956	1774.31	0	0
FBtr0086258	1817	1635.31	11	0.806846
FBtr0307759	1689	1507.31	30.3648	2.41639
FBtr0084065	2231	2049.31	83.3722	4.87991
FBtr0084067	2204	2022.31	93.4156	5.54077
FBtr0084070	2137	1955.31	230.488	14.1394
FBtr0084077	1638	1456.31	46.3787	3.81999
FBtr0084072	2046	1864.31	41.3141	2.65814
FBtr0084073	2273	2091.31	350.053	20.0777
FBtr0084066	1736	1554.31	53.108	4.09846
FBtr0084078	1907	1725.31	115.414	8.024
FBtr0084079	2188	2006.31	873.466	52.2211
FBtr0114360	1722	1540.31	119.634	9.3163
FBtr0307760	1596	1414.31	8.67212	0.735493
FBtr0084081	2046	1864.31	223.231	14.3626
FBtr0343765	1839	1657.31	28.9625	2.09619
FBtr0084064	2282	2100.31	67.4538	3.85231
FBtr0084085	2045	1863.31	34.6023	2.2275
FBtr0084083	1658	1476.31	8.67167	0.704568
FBtr0114361	1799	1617.31	112.36	8.33325
FBtr0084071	1659	1477.31	0	0
FBtr0084084	1698	1516.31	23.664	1.87197
FBtr0084069	1668	1486.31	87.858	7.09038
FBtr0084080	2149	1967.31	12.1663	0.741797
FBtr0084074	2107	1925.31	55.6612	3.46777
FBtr0084075	1855	1673.31	389.516	27.922
FBtr0084062	1811	1629.31	239.796	17.6537
FBtr0114359	1673	1491.31	21.4742	1.72722
FBtr0084068	1873	1691.31	62.6189	4.44099
FBtr0084063	1746	1564.31	77.8441	5.96899
FBtr0084082	1692	1510.31	241.733	19.1985
FBtr0084060	1962	1780.31	11.5504	0.778213
FBtr0084061	2251	2069.31	66.4984	3.85464
FBtr0082978	4242	4060.31	402.422	11.8883
FBtr0082979	4416	4234.31	1320.58	37.4093
FBtr0304634	743	561.312	0	0
FBtr0304635	724	542.312	0	0
FBtr0343117	3046	2864.31	32.549	1.36306
FBtr0089628	2870	2688.31	1414.45	63.1112
FBtr0334574	4723	4541.31	548.638	14.4911
FBtr0334576	4543	4361.31	0	0
FBtr0334577	4476	4294.31	0	0
FBtr0334575	3699	3517.31	329.362	11.2321
FBtr0078208	1344	1162.31	4	0.412796
FBtr0307394	1656	1474.31	23.4045	1.90418
FBtr0100010	1665	1483.31	296.694	23.9925
FBtr0290267	2833	2651.31	0	0
FBtr0081021	3112	2930.31	207.482	8.49306
FBtr0081022	3371	3189.31	121.308	4.56236
FBtr0340182	2980	2798.31	17.1283	0.734204
FBtr0330341	5439	5257.31	0	0
FBtr0334765	7186	7004.31	0	0
FBtr0346866	5439	5257.31	0	0
FBtr0330340	5439	5257.31	0	0
FBtr0079832	705	523.312	0	0
FBtr0080478	2146	1964.31	135	8.24369
FBtr0076185	2443	2261.31	1.47583	0.0782844
FBtr0345037	2440	2258.31	7.52417	0.399644
FBtr0076310	3531	3349.31	0	0
FBtr0331552	3310	3128.31	0	0
FBtr0076308	3448	3266.31	0	0
FBtr0076309	3371	3189.31	0	0
FBtr0070270	2540	2358.31	993.596	50.5367
FBtr0333115	3038	2856.31	144.618	6.07316
FBtr0085157	919	737.312	10	1.62685
FBtr0334728	903	721.312	0	0
FBtr0333180	3188	3006.31	1135.05	45.2877
FBtr0333179	4504	4322.31	16.5351	0.458869
FBtr0100538	3937	3755.31	388.719	12.4162
FBtr0333181	3825	3643.31	113.546	3.73831
FBtr0333182	5256	5074.31	0	0
FBtr0077342	4647	4465.31	20.1463	0.541181
FBtr0303582	660	478.312	0	0
FBtr0100508	2956	2774.31	31.8901	1.37879
FBtr0073321	2782	2600.31	20.975	0.967551
FBtr0343995	4406	4224.31	0.0123666	0.00035115
FBtr0304989	4338	4156.31	58.087	1.67637
FBtr0302594	2510	2328.31	193.149	9.95059
FBtr0100507	2717	2535.31	6.74576e-07	3.19152e-08
FBtr0304990	4786	4604.31	143.887	3.74848
FBtr0100504	2567	2385.31	1.23131e-06	6.19183e-08
FBtr0100505	2815	2633.31	0	0
FBtr0306974	2250	2068.31	243.715	14.134
FBtr0346589	2482	2300.31	4.95757	0.258512
FBtr0331628	2677	2495.31	731.735	35.1745
FBtr0077647	2734	2552.31	137.868	6.47932
FBtr0344864	3704	3522.31	105.471	3.59174
FBtr0290281	4117	3935.31	9.5286	0.290435
FBtr0343739	1953	1771.31	60.2522	4.08015
FBtr0079885	2323	2141.31	0.000393288	2.20307e-05
FBtr0079886	2250	2068.31	337.022	19.5452
FBtr0343738	2486	2304.31	0	0
FBtr0079887	2224	2042.31	385.35	22.6325
FBtr0078137	1151	969.312	0	0
FBtr0343780	1378	1196.31	0	0
FBtr0343779	1077	895.312	180	24.1155
FBtr0074411	4356	4174.31	2	0.0574703
FBtr0080873	3534	3352.31	1280.01	45.8003
FBtr0301144	2535	2353.31	206.943	10.548
FBtr0080874	3796	3614.31	13.7951	0.457822
FBtr0337091	4576	4394.31	257.249	7.02199
FBtr0080962	1176	994.312	0	0
FBtr0073225	1676	1494.31	0	0
FBtr0073226	1605	1423.31	218	18.3719
FBtr0433523	3725	3543.31	0	0
FBtr0343755	3099	2917.31	50.8274	2.08984
FBtr0072480	1647	1465.31	420.104	34.3894
FBtr0346614	1736	1554.31	17.8489	1.37744
FBtr0072481	1739	1557.31	366.047	28.1942
FBtr0310005	8403	8221.31	0	0
FBtr0310006	4918	4736.31	0	0
FBtr0075285	2173	1991.31	0	0
FBtr0333861	9015	8833.31	0	0
FBtr0113427	4368	4186.31	0	0
FBtr0113428	2260	2078.31	0	0
FBtr0290066	1441	1259.31	0	0
FBtr0075761	2611	2429.31	0	0
FBtr0075762	2168	1986.31	10	0.60388
FBtr0075763	2543	2361.31	0	0
FBtr0072371	1451	1269.31	3	0.283499
FBtr0085865	1407	1225.31	270	26.4311
FBtr0073355	597	415.312	0	0
FBtr0081351	538	356.312	0	0
FBtr0339232	569	387.312	0	0
FBtr0346419	1022	840.312	0	0
FBtr0083277	575	393.312	685.239	208.979
FBtr0301049	1095	913.312	0	0
FBtr0112592	1703	1521.31	0	0
FBtr0333005	1037	855.312	1	0.140241
FBtr0334896	5991	5809.31	0	0
FBtr0344217	2729	2547.31	0	0
FBtr0334897	7452	7270.31	0	0
FBtr0344218	2530	2348.31	0	0
FBtr0112583	2495	2313.31	0	0
FBtr0445174	2221	2039.31	0	0
FBtr0070371	2170	1988.31	1200.22	72.406
FBtr0301926	2167	1985.31	2894.78	174.898
FBtr0074116	4040	3858.31	0.159652	0.00496336
FBtr0074114	3852	3670.31	0.385157	0.0125873
FBtr0300801	4019	3837.31	129.256	4.04036
FBtr0340041	3980	3798.31	48.4111	1.52881
FBtr0074115	3667	3485.31	754.789	25.9766
FBtr0084213	1958	1776.31	5353.77	361.526
FBtr0084214	2109	1927.31	68.2283	4.2463
FBtr0077444	500	318.312	1	0.37683
FBtr0300846	814	632.312	0	0
FBtr0089571	1098	916.312	0	0
FBtr0331575	1086	904.312	36.9984	4.90754
FBtr0089569	1134	952.312	48.7363	6.13864
FBtr0089570	1146	964.312	43.2652	5.38171
FBtr0086691	3594	3412.31	821	28.8598
FBtr0332884	1011	829.312	13.3163	1.92604
FBtr0332885	933	751.312	0	0
FBtr0087813	1020	838.312	31.4631	4.50188
FBtr0087814	1073	891.312	15.2206	2.04833
FBtr0086301	1259	1077.31	0	0
FBtr0082671	2658	2476.31	7.19856	0.348689
FBtr0301661	2048	1866.31	2871.77	184.571
FBtr0082670	2722	2540.31	777.027	36.69
FBtr0346542	3254	3072.31	0	0
FBtr0076560	3148	2966.31	103	4.16504
FBtr0087624	2074	1892.31	1	0.0633878
FBtr0074763	1233	1051.31	393	44.8394
FBtr0332482	807	625.312	0	0
FBtr0332484	1247	1065.31	0	0
FBtr0332483	1242	1060.31	0	0
FBtr0070237	1374	1192.31	0	0
FBtr0070236	2319	2137.31	184	10.3264
FBtr0332288	2243	2061.31	0	0
FBtr0087420	398	216.312	0	0
FBtr0085067	1301	1119.31	69	7.39429
FBtr0339096	1349	1167.31	136.407	14.0168
FBtr0088970	2786	2604.31	0	0
FBtr0072731	692	510.312	271.829	63.8939
FBtr0112535	1832	1650.31	0	0
FBtr0347302	1960	1778.31	4	0.269805
FBtr0088956	2021	1839.31	0	0
FBtr0088958	1892	1710.31	32.5512	2.28292
FBtr0336939	2102	1920.31	81.4385	5.08694
FBtr0088957	1938	1756.31	758.01	51.7692
FBtr0080001	932	750.312	47	7.51371
FBtr0332190	978	796.312	0	0
FBtr0301939	778	596.312	2	0.402305
FBtr0333971	805	623.312	0	0
FBtr0081831	1275	1093.31	0	0
FBtr0334778	3520	3338.31	85.9656	3.08885
FBtr0339529	3701	3519.31	1203.14	41.0068
FBtr0077824	4173	3991.31	0.00187922	5.64755e-05
FBtr0077822	4396	4214.31	450.055	12.8096
FBtr0077823	4612	4430.31	36.8399	0.997429
FBtr0332320	5242	5060.31	14.5558	0.34503
FBtr0081287	4934	4752.31	4674.44	117.984
FBtr0088665	3887	3705.31	0	0
FBtr0110892	3672	3490.31	0	0
FBtr0074381	2013	1831.31	47	3.07846
FBtr0343333	2339	2157.31	0	0
FBtr0081156	1821	1639.31	257	18.8049
FBtr0304650	2916	2734.31	539.623	23.6723
FBtr0076075	2555	2373.31	1473.38	74.4659
FBtr0089032	1062	880.312	73	9.94683
FBtr0301715	6481	6299.31	2522.68	48.036
FBtr0344471	6054	5872.31	1207.32	24.6612
FBtr0345575	2959	2777.31	377.404	16.2997
FBtr0302331	1626	1444.31	320.735	26.6369
FBtr0078455	682	500.312	0	0
FBtr0337017	3473	3291.31	0	0
FBtr0083315	3590	3408.31	644	22.6644
FBtr0100643	3383	3201.31	0	0
FBtr0343842	1206	1024.31	1.66555	0.19504
FBtr0308745	591	409.312	1.33445	0.391063
FBtr0301683	1450	1268.31	0	0
FBtr0085216	976	794.312	122	18.4233
FBtr0081085	2917	2735.31	0	0
FBtr0300676	2983	2801.31	1.13561	0.0486259
FBtr0300675	3040	2858.31	46.8812	1.96738
FBtr0081086	2860	2678.31	14.9831	0.671027
FBtr0077157	2529	2347.31	564	28.8208
FBtr0070480	2283	2101.31	334	19.0658
FBtr0334525	1155	973.312	0	0
FBtr0083723	1058	876.312	215	29.4292
FBtr0076095	321	139.353	0	0
FBtr0078604	1454	1272.31	0	0
FBtr0081682	1834	1652.31	0	0
FBtr0330294	1404	1222.31	4	0.392533
FBtr0330295	2031	1849.31	0	0
FBtr0084760	1010	828.312	336.542	48.7353
FBtr0084761	1116	934.312	0	0
FBtr0334503	1040	858.312	16.4581	2.30003
FBtr0112368	882	700.312	0	0
FBtr0114590	3269	3087.31	0	0
FBtr0337020	2930	2748.31	672.224	29.3391
FBtr0082183	2885	2703.31	577.341	25.6174
FBtr0306023	3074	2892.31	460.434	19.0951
FBtr0080746	553	371.312	13.8291	4.46738
FBtr0332376	610	428.312	90.1709	25.2525
FBtr0303032	1476	1294.31	2.43106e-08	2.25297e-09
FBtr0089923	1531	1349.31	0	0
FBtr0303033	1709	1527.31	52.2097	4.10036
FBtr0089921	1537	1355.31	209.736	18.5623
FBtr0303034	1638	1456.31	10.1616	0.836959
FBtr0089925	1820	1638.31	718.515	52.6063
FBtr0089922	1492	1310.31	235.149	21.5262
FBtr0089924	1539	1357.31	31.5632	2.78933
FBtr0089920	1570	1388.31	23.7306	2.05032
FBtr0078429	2110	1928.31	0	0
FBtr0336838	818	636.312	0	0
FBtr0078160	1124	942.312	25	3.18232
FBtr0076149	388	206.333	0	0
FBtr0332710	2432	2250.31	107.405	5.72506
FBtr0332709	2445	2263.31	0	0
FBtr0076049	2310	2128.31	121.595	6.85297
FBtr0076050	2323	2141.31	0	0
FBtr0290018	1539	1357.31	116	10.2512
FBtr0304881	549	367.312	2	0.653121
FBtr0081788	3236	3054.31	748	29.3756
FBtr0347497	3987	3805.31	0	0
FBtr0075457	1862	1680.31	234.016	16.7053
FBtr0333038	1200	1018.31	0	0
FBtr0333039	1241	1059.31	0	0
FBtr0070785	1933	1751.31	549	37.6017
FBtr0070784	1905	1723.31	0	0
FBtr0310494	6864	6682.31	0	0
FBtr0339681	6858	6676.31	0	0
FBtr0310492	4680	4498.31	0	0
FBtr0310491	5781	5599.31	4.44399	0.0952
FBtr0310495	7038	6856.31	0	0
FBtr0310493	4749	4567.31	0	0
FBtr0333576	1558	1376.31	3	0.261458
FBtr0075516	1362	1180.31	0	0
FBtr0307076	2291	2109.31	0	0
FBtr0307077	2391	2209.31	126.804	6.8845
FBtr0337097	2294	2112.31	0	0
FBtr0337096	2376	2194.31	135.414	7.40226
FBtr0082910	2379	2197.31	1055.18	57.6014
FBtr0112896	2373	2191.31	70.6035	3.86474
FBtr0112928	2304	2122.31	0	0
FBtr0345511	3250	3068.31	0	0
FBtr0070138	2249	2067.31	5	0.29011
FBtr0087308	2492	2310.31	0	0
FBtr0087307	2426	2244.31	307.068	16.4116
FBtr0087309	2433	2251.31	389.144	20.7335
FBtr0112900	2637	2455.31	73.788	3.60477
FBtr0089673	3422	3240.31	0	0
FBtr0340243	3353	3171.31	271	10.2501
FBtr0340244	3433	3251.31	0	0
FBtr0091936	1244	1062.31	221.465	25.0064
FBtr0346041	1395	1213.31	8.03518	0.794367
FBtr0331331	3555	3373.31	7	0.248909
FBtr0071835	1955	1773.31	23	1.55575
FBtr0084361	1433	1251.31	7	0.671013
FBtr0071519	1724	1542.31	15.5621	1.21031
FBtr0077044	1605	1423.31	1	0.0842749
FBtr0088206	1557	1375.31	8	0.69773
FBtr0330603	2361	2179.31	0	0
FBtr0330602	2509	2327.31	0	0
FBtr0305658	2596	2414.31	0	0
FBtr0089137	2794	2612.31	0	0
FBtr0089139	3002	2820.31	0	0
FBtr0343990	2830	2648.31	0	0
FBtr0089134	2684	2502.31	2	0.0958709
FBtr0072556	1757	1575.31	438.785	33.4106
FBtr0306917	1538	1356.31	9542.21	843.894
FBtr0343666	1154	972.312	0	0
FBtr0080550	1092	910.312	2	0.263535
FBtr0347560	3413	3231.31	0	0
FBtr0339249	3111	2929.31	73.4416	3.00729
FBtr0339248	3504	3322.31	0	0
FBtr0085124	2985	2803.31	49.0337	2.09808
FBtr0085126	3645	3463.31	12.5534	0.434779
FBtr0085125	2687	2505.31	474.971	22.7407
FBtr0077192	4827	4645.31	1724	44.5165
FBtr0070867	1245	1063.31	28.5453	3.22012
FBtr0305344	798	616.312	414.455	80.6631
FBtr0273293	494	312.312	7043.49	2705.19
FBtr0077622	415	233.312	0	0
FBtr0077623	619	437.312	0	0
FBtr0335131	715	533.312	98.7678	22.2143
FBtr0077621	391	209.333	5432.75	3113.01
FBtr0086966	1770	1588.31	436.867	32.9922
FBtr0306574	1696	1514.31	183.133	14.5061
FBtr0079719	526	344.312	799	278.351
FBtr0087609	1081	899.312	4	0.533517
FBtr0345649	1183	1001.31	0	0
FBtr0081729	2580	2398.31	0	0
FBtr0073199	2882	2700.31	0	0
FBtr0073200	1468	1286.31	1	0.0932507
FBtr0070954	1668	1486.31	108.075	8.72198
FBtr0070953	1740	1558.31	1495.92	115.147
FBtr0089050	2203	2021.31	191	11.3344
FBtr0074838	1947	1765.31	62.0059	4.21318
FBtr0074837	1295	1113.31	242.805	26.1601
FBtr0344228	1289	1107.31	0	0
FBtr0332775	1427	1245.31	39.1894	3.77475
FBtr0086248	656	474.312	0	0
FBtr0076413	2146	1964.31	1527	93.2453
FBtr0070496	3780	3598.31	387.002	12.9007
FBtr0070495	3837	3655.31	606.479	19.9017
FBtr0302487	5115	4933.31	0.00260477	6.33328e-05
FBtr0304791	5082	4900.31	9.82406	0.240473
FBtr0304792	5076	4894.31	44.1728	1.08258
FBtr0302488	5121	4939.31	0.000586224	1.42363e-05
FBtr0304687	4961	4779.31	0	0
FBtr0304688	4927	4745.31	0	0
FBtr0304686	5507	5325.31	1.80478	0.0406517
FBtr0304685	6672	6490.31	0	0
FBtr0075477	736	554.312	0	0
FBtr0087829	3050	2868.31	56.793	2.37502
FBtr0333101	1813	1631.31	194.767	14.3211
FBtr0087830	3017	2835.31	110.924	4.69271
FBtr0087833	3509	3327.31	46.354	1.67106
FBtr0087832	1615	1433.31	15.4688	1.29454
FBtr0304955	5648	5466.31	49.8172	1.09316
FBtr0087831	3660	3478.31	41.0094	1.41421
FBtr0075643	531	349.312	315	108.167
FBtr0345632	1948	1766.31	0	0
FBtr0077441	1807	1625.31	164	12.1033
FBtr0073721	1055	873.312	501.33	68.8577
FBtr0340301	1224	1042.31	24.6701	2.83904
FBtr0084008	1816	1634.31	558.21	40.9695
FBtr0346113	1587	1405.31	37.5752	3.20721
FBtr0082748	1400	1218.31	339.514	33.427
FBtr0082747	1555	1373.31	780.911	68.2073
FBtr0307055	316	134.353	0	0
FBtr0340446	514	332.312	0	0
FBtr0078542	855	673.312	0	0
FBtr0331776	445	263.312	0	0
FBtr0073102	825	643.312	4	0.745825
FBtr0081872	1239	1057.31	0	0
FBtr0333083	3420	3238.31	3484.36	129.063
FBtr0300937	3634	3452.31	381.779	13.2648
FBtr0076940	3543	3361.31	28.8605	1.0299
FBtr0343757	2671	2489.31	33.9942	1.63804
FBtr0433524	3725	3543.31	0	0
FBtr0307876	4046	3864.31	0	0
FBtr0307881	3536	3354.31	125.431	4.48537
FBtr0331337	3548	3366.31	0.866018	0.0308582
FBtr0307877	3548	3366.31	0.866018	0.0308582
FBtr0331336	8450	8268.31	0	0
FBtr0307880	3916	3734.31	67.5682	2.17035
