target_id	length	eff_length	est_counts	tpm
FBtr0333528	6858	6676.31	0	0
FBtr0333531	9605	9423.31	4.17762	0.0531769
FBtr0333533	6425	6243.31	0	0
FBtr0333526	6966	6784.31	0	0
FBtr0333529	9439	9257.31	0	0
FBtr0340315	1967	1785.31	997.59	67.0249
FBtr0074305	2297	2115.31	6.41004	0.363483
FBtr0075584	420	238.312	0	0
FBtr0080633	813	631.312	1	0.19
FBtr0071767	2392	2210.31	241	13.0786
FBtr0075125	4876	4694.31	10.3497	0.264456
FBtr0333697	1563	1381.31	28.445	2.47009
FBtr0333696	1701	1519.31	12.1028	0.955513
FBtr0078489	3067	2885.31	255	10.601
FBtr0342881	2435	2253.31	0	0
FBtr0340487	5259	5077.31	0	0
FBtr0091899	413	231.312	0	0
FBtr0084292	812	630.312	7.17376	1.36518
FBtr0308058	191	19.6646	0	0
FBtr0321267	1386	1204.31	228.18	22.7268
FBtr0334916	11027	10845.3	0	0
FBtr0084619	3826	3644.31	0	0
FBtr0330310	3826	3644.31	0	0
FBtr0082438	2886	2704.31	8	0.354839
FBtr0086618	669	487.312	529	130.211
FBtr0080811	4219	4037.31	92	2.73334
FBtr0075023	1309	1127.31	2	0.212806
FBtr0300059	550	368.312	0	0
FBtr0336747	5284	5102.31	0	0
FBtr0112885	4194	4012.31	0.0696824	0.00208318
FBtr0336749	4343	4161.31	93.1146	2.68402
FBtr0336748	3938	3756.31	39.0185	1.24597
FBtr0302106	2995	2813.31	186.196	7.93875
FBtr0081356	3336	3154.31	885.937	33.6896
FBtr0081357	2976	2794.31	263.664	11.3181
FBtr0346321	1428	1246.31	140	13.4741
FBtr0081982	1105	923.312	0	0
FBtr0082513	7255	7073.31	894	15.1605
FBtr0345029	1669	1487.31	0	0
FBtr0345028	2580	2398.31	528	26.4075
FBtr0072981	2580	2398.31	528	26.4075
FBtr0077085	6602	6420.31	816	15.2452
FBtr0343382	727	545.312	127.475	28.0401
FBtr0079532	650	468.312	52.5245	13.4532
FBtr0074979	1387	1205.31	0	0
FBtr0333845	1592	1410.31	0	0
FBtr0073959	2304	2122.31	213.813	12.0843
FBtr0073958	2514	2332.31	333.187	17.1356
FBtr0075825	1097	915.312	177.559	23.2687
FBtr0344527	828	646.312	79.714	14.7942
FBtr0345647	984	802.312	10.286	1.53781
FBtr0074515	1518	1336.31	2	0.179523
FBtr0304645	329	147.353	0	0
FBtr0304643	1067	885.312	0	0
FBtr0304644	479	297.312	0	0
FBtr0080461	4912	4730.31	165.794	4.20414
FBtr0080462	4167	3985.31	1021.81	30.7542
FBtr0344851	3999	3817.31	1069.4	33.6032
FBtr0344140	3963	3781.31	0	0
FBtr0085355	2150	1968.31	724	44.1208
FBtr0088135	767	585.312	2	0.409865
FBtr0331386	892	710.312	0	0
FBtr0077454	1224	1042.31	601	69.1632
FBtr0331792	724	542.312	106.269	23.5048
FBtr0075960	808	626.312	14.9122	2.85594
FBtr0070436	2910	2728.31	6.79692	0.298825
FBtr0340084	3331	3149.31	0	0
FBtr0308565	3230	3048.31	19.0519	0.749684
FBtr0340085	3239	3057.31	4.15113	0.162864
FBtr0100023	3049	2867.31	23.0274	0.963317
FBtr0332274	2422	2240.31	37.3066	1.99745
FBtr0100022	2040	1858.31	4305.67	277.92
FBtr0346695	642	460.312	3.03301	0.790351
FBtr0088222	1138	956.312	28	3.51202
FBtr0339123	7741	7559.31	46.1453	0.732224
FBtr0339124	7860	7678.31	5050.61	78.8998
FBtr0339125	7814	7632.31	152.529	2.39714
FBtr0113053	7950	7768.31	0	0
FBtr0088872	7833	7651.31	0.0221702	0.000347562
FBtr0088871	8010	7828.31	135.697	2.07922
FBtr0077325	2001	1819.31	121.569	8.01522
FBtr0346620	2159	1977.31	19.1973	1.16456
FBtr0345017	1856	1674.31	9.4738e-06	6.78713e-07
FBtr0077324	1953	1771.31	1349.63	91.394
FBtr0445386	1977	1795.31	0.605017	0.0404227
FBtr0075022	742	560.312	120.444	25.7842
FBtr0346548	1696	1514.31	0	0
FBtr0333224	866	684.312	16.5559	2.902
FBtr0303821	503	321.312	0	0
FBtr0079842	2406	2224.31	51.0399	2.7524
FBtr0302199	2116	1934.31	98.9601	6.13666
FBtr0079841	1677	1495.31	0	0
FBtr0307183	950	768.312	27.9905	4.3699
FBtr0336741	968	786.312	166.96	25.4693
FBtr0336740	1216	1034.31	7.95697	0.922772
FBtr0346183	1121	939.312	0	0
FBtr0074394	612	430.312	0	0
FBtr0080672	1318	1136.31	0	0
FBtr0072406	755	573.312	27901.6	5837.63
FBtr0072405	1361	1179.31	58.3818	5.93809
FBtr0079173	1098	916.312	1.28884e-05	1.68715e-06
FBtr0309286	1088	906.312	9.07081	1.20051
FBtr0079174	793	611.312	17.9292	3.518
FBtr0076571	649	467.312	4	1.02672
FBtr0082522	1430	1248.31	395.375	37.9913
FBtr0082520	1665	1483.31	48.812	3.94723
FBtr0082519	1451	1269.31	139.412	13.1743
FBtr0082521	1638	1456.31	0.401266	0.0330504
FBtr0112748	920	738.312	0	0
FBtr0073201	1446	1264.31	2	0.189747
FBtr0076145	360	178.353	0	0
FBtr0087817	859	677.312	0	0
FBtr0307280	2599	2417.31	30.9912	1.53781
FBtr0307279	2521	2339.31	246.009	12.6142
FBtr0076507	2261	2079.31	19.6161	1.1316
FBtr0076508	2287	2105.31	4.68524e-06	2.6694e-07
FBtr0076506	2155	1973.31	7.38386	0.448834
FBtr0082506	1131	949.312	222	28.0506
FBtr0113739	863	681.312	73.5348	12.9463
FBtr0113740	859	677.312	0	0
FBtr0083777	2135	1953.31	2	0.122817
FBtr0304745	2190	2008.31	0	0
FBtr0088720	2043	1861.31	183.834	11.8469
FBtr0088719	2132	1950.31	2641.3	162.447
FBtr0088718	2120	1938.31	1580.87	97.8295
FBtr0073143	2419	2237.31	594	31.8462
FBtr0100833	1303	1121.31	30	3.20917
FBtr0077335	1238	1056.31	10	1.13555
FBtr0077336	1348	1166.31	0	0
FBtr0308243	1406	1224.31	0	0
FBtr0070779	758	576.312	0	0
FBtr0345786	1307	1125.31	0	0
FBtr0086480	571	389.312	0	0
FBtr0083846	2657	2475.31	143.65	6.96102
FBtr0335240	3100	2918.31	26.3504	1.08307
FBtr0073623	1885	1703.31	46	3.23938
FBtr0076094	267	85.3631	0	0
FBtr0304565	469	287.312	0	0
FBtr0342959	1117	935.312	0	0
FBtr0071672	1064	882.312	172.5	23.4512
FBtr0343282	3579	3397.31	239.408	8.45282
FBtr0072158	2485	2303.31	170.873	8.89857
FBtr0072157	3281	3099.31	252.719	9.78071
FBtr0100851	1143	961.312	1.20945	0.150911
FBtr0072488	562	380.312	73.6399	23.2259
FBtr0100224	641	459.312	12.744	3.3281
FBtr0072493	1130	948.312	4.36534	0.55216
FBtr0082607	825	643.312	1671.92	311.74
FBtr0100410	843	661.312	0	0
FBtr0079403	427	245.312	634	310.005
FBtr0080617	1478	1296.31	669	61.9035
FBtr0080061	1555	1373.31	1271.49	111.056
FBtr0331669	1632	1450.31	56.5057	4.67336
FBtr0113459	3294	3112.31	1	0.0385403
FBtr0333425	2553	2371.31	286.899	14.5124
FBtr0080259	2148	1966.31	1251.1	76.32
FBtr0088530	1814	1632.31	734	53.9376
FBtr0085311	940	758.312	0	0
FBtr0075630	456	274.312	0	0
FBtr0088188	634	452.312	0	0
FBtr0071547	1853	1671.31	878	63.0138
FBtr0290280	764	582.312	48	9.88744
FBtr0071820	2533	2351.31	541.141	27.6057
FBtr0342988	3161	2979.31	113.859	4.58406
FBtr0085766	2244	2062.31	1	0.0581626
FBtr0347502	3815	3633.31	0	0
FBtr0081670	1267	1085.31	0	0
FBtr0329987	2656	2474.31	3.5	0.169673
FBtr0329988	2656	2474.31	3.5	0.169673
FBtr0070582	2057	1875.31	132.791	8.49361
FBtr0070583	2377	2195.31	245.779	13.4291
FBtr0070584	2555	2373.31	41.4302	2.09392
FBtr0080964	1173	991.312	0	0
FBtr0075040	1856	1674.31	0	0
FBtr0300182	1980	1798.31	11	0.733713
FBtr0084910	2101	1919.31	277.726	17.3568
FBtr0084911	2164	1982.31	219.032	13.2536
FBtr0084909	2566	2384.31	142.139	7.15069
FBtr0300820	2422	2240.31	93.1416	4.98693
FBtr0344118	2561	2379.31	53.9608	2.72035
FBtr0300819	2782	2600.31	0	0
FBtr0077986	1767	1585.31	1	0.075663
FBtr0300761	976	794.312	38	5.7384
FBtr0343383	977	795.312	0	0
FBtr0073084	3161	2979.31	682.909	27.4944
FBtr0073083	3596	3414.31	1321.23	46.4165
FBtr0332058	3792	3610.31	130.824	4.34653
FBtr0078860	4364	4182.31	0	0
FBtr0336462	4186	4004.31	7628	228.497
FBtr0085362	1118	936.312	5	0.640542
FBtr0078234	2856	2674.31	106	4.75436
FBtr0085471	727	545.312	2	0.43993
FBtr0339895	770	588.312	0	0
FBtr0071973	1262	1080.31	0	0
FBtr0310615	2033	1851.31	0	0
FBtr0078230	1895	1713.31	118	8.26122
FBtr0089960	2003	1821.31	1800.54	118.581
FBtr0089965	2531	2349.31	12.502	0.638318
FBtr0301960	1253	1071.31	0	0
FBtr0089959	1684	1502.31	14.9619	1.1946
FBtr0301959	1253	1071.31	0	0
FBtr0089962	2651	2469.31	101.615	4.93608
FBtr0089961	2501	2319.31	230.733	11.933
FBtr0305656	1318	1136.31	3.91954	0.413748
FBtr0089963	3054	2872.31	158.414	6.61546
FBtr0305655	752	570.312	3.62251	0.761897
FBtr0089957	1665	1483.31	5.4659	0.442005
FBtr0333918	1253	1071.31	0	0
FBtr0089964	2485	2303.31	0	0
FBtr0305654	1503	1321.31	0	0
FBtr0333917	1861	1679.31	0	0
FBtr0089967	1248	1066.31	0	0
FBtr0089968	2194	2012.31	219.226	13.0676
FBtr0343349	2216	2034.31	389.886	22.9889
FBtr0074278	2186	2004.31	1079.58	64.608
FBtr0084183	2012	1830.31	332.5	21.7904
FBtr0083743	1060	878.312	4	0.546273
FBtr0085037	1507	1325.31	81.6837	7.39291
FBtr0085039	1522	1340.31	0	0
FBtr0085038	1495	1313.31	963.316	87.9831
FBtr0345677	2823	2641.31	7	0.31789
FBtr0088064	3104	2922.31	0	0
FBtr0307345	1958	1776.31	88.4288	5.97135
FBtr0083843	1958	1776.31	485.17	32.7622
FBtr0344139	2271	2089.31	53.4009	3.0658
FBtr0078836	2939	2757.31	0	0
FBtr0273194	1313	1131.31	18.6812	1.98071
FBtr0081095	1216	1034.31	257.319	29.8413
FBtr0077717	664	482.312	293	72.8682
FBtr0077387	1882	1700.31	331	23.3506
FBtr0076580	743	561.312	13	2.77803
FBtr0299850	1402	1220.31	0	0
FBtr0299851	1522	1340.31	0	0
FBtr0344865	2055	1873.31	0	0
FBtr0072796	1916	1734.31	2	0.138325
FBtr0334076	2200	2018.31	0	0
FBtr0076037	1845	1663.31	1	0.0721148
FBtr0089632	1830	1648.31	327	23.7962
FBtr0089631	1839	1657.31	0	0
FBtr0089633	1759	1577.31	0	0
FBtr0347062	2143	1961.31	0	0
FBtr0074111	5080	4898.31	143.578	3.51592
FBtr0074107	1921	1739.31	624.394	43.0605
FBtr0074110	5321	5139.31	760.917	17.7595
FBtr0331597	1850	1668.31	2569.41	184.737
FBtr0346794	2391	2209.31	58.6994	3.18695
FBtr0074108	5087	4905.31	6.19566e-06	1.51502e-07
FBtr0078243	3413	3231.31	0	0
FBtr0085246	1097	915.312	3	0.393143
FBtr0301489	940	758.312	2	0.316359
FBtr0074969	963	781.312	0	0
FBtr0333828	2461	2279.31	6.9663	0.366604
FBtr0113202	5556	5374.31	1.51657	0.0338483
FBtr0081770	2860	2678.31	0	0
FBtr0300827	2920	2738.31	0	0
FBtr0333829	6187	6005.31	9.51713	0.190094
FBtr0300826	1923	1741.31	0	0
FBtr0113203	3190	3008.31	0	0
FBtr0333827	2599	2417.31	0	0
FBtr0300865	1688	1506.31	0	0
FBtr0111268	3382	3200.31	371	13.9053
FBtr0086987	1515	1333.31	96	8.6365
FBtr0345519	2279	2097.31	0	0
FBtr0074628	1817	1635.31	14	1.02689
FBtr0334087	1585	1403.31	2441.4	208.681
FBtr0076737	1983	1801.31	366.599	24.4118
FBtr0088941	1001	819.312	333	48.7521
FBtr0343327	387	205.333	0	0
FBtr0299508	578	396.312	0	0
FBtr0112506	706	524.312	64.2987	14.7099
FBtr0346453	4306	4124.31	13.5668	0.394571
FBtr0333516	4002	3820.31	541.784	17.0108
FBtr0347411	701	519.312	0	0
FBtr0075972	1377	1195.31	161.628	16.2194
FBtr0078457	780	598.312	5	1.0024
FBtr0074405	2852	2670.31	97.2476	4.36833
FBtr0077088	2035	1853.31	303	19.6107
FBtr0076789	1621	1439.31	2	0.166676
FBtr0082820	2164	1982.31	1	0.0605099
FBtr0075076	1585	1403.31	2254.98	192.746
FBtr0100641	4134	3952.31	1390.75	42.2081
FBtr0309841	4151	3969.31	0.0224931	0.000679724
FBtr0309840	3631	3449.31	199.228	6.92812
FBtr0074845	1293	1111.31	2	0.21587
FBtr0087715	1683	1501.31	929.852	74.2919
FBtr0346793	2819	2637.31	1	0.0454817
FBtr0081959	5397	5215.31	578	13.2937
FBtr0346139	5607	5425.31	0	0
FBtr0310202	163	12.8302	0	0
FBtr0076203	3776	3594.31	84	2.80325
FBtr0083000	1632	1450.31	2638.76	218.241
FBtr0083001	1560	1378.31	1838.24	159.975
FBtr0089549	2314	2132.31	324.075	18.2303
FBtr0083316	491	309.312	166	64.3739
FBtr0308568	1571	1389.31	5.77484e-06	4.98584e-07
FBtr0308569	1554	1372.31	21	1.83554
FBtr0075135	1628	1446.31	2	0.165869
FBtr0332863	3383	3201.31	0	0
FBtr0071604	8619	8437.31	1507.5	21.4315
FBtr0071603	10521	10339.3	3161.54	36.678
FBtr0071602	10178	9996.31	1.00744	0.0120887
FBtr0342890	10626	10444.3	56.948	0.654029
FBtr0087007	2077	1895.31	457.317	28.9425
FBtr0087008	2014	1832.31	544.683	35.6568
FBtr0086661	1637	1455.31	892.736	73.581
FBtr0340394	1642	1460.31	58.1962	4.78022
FBtr0345423	1958	1776.31	11.0674	0.747349
FBtr0345424	1780	1598.31	0	0
FBtr0344666	2039	1857.31	5.41542	0.34974
FBtr0299684	3245	3063.31	97.7923	3.82923
FBtr0072652	2365	2183.31	1503.43	82.5974
FBtr0303217	2327	2145.31	48.5678	2.71554
FBtr0346261	1611	1429.31	0	0
FBtr0071419	1570	1388.31	2	0.172799
FBtr0078607	1232	1050.31	0	0
FBtr0303475	723	541.312	1.315e-06	2.91392e-07
FBtr0076498	715	533.312	113	25.4153
FBtr0332167	3281	3099.31	85.7366	3.31818
FBtr0089473	3219	3037.31	710.003	28.0394
FBtr0337102	8392	8210.31	0	0
FBtr0089471	7561	7379.31	10660	173.277
FBtr0337101	8067	7885.31	33.9254	0.516065
FBtr0290015	3502	3320.31	15.2567	0.551161
FBtr0303364	7500	7318.31	4489.15	73.5787
FBtr0337100	8377	8195.31	0	0
FBtr0290013	3602	3420.31	0	0
FBtr0290014	8128	7946.31	83.7275	1.26386
FBtr0073734	642	460.312	15	3.90875
FBtr0080499	6023	5841.31	399.764	8.20902
FBtr0307015	6500	6318.31	7002.06	132.93
FBtr0339645	6458	6276.31	640.898	12.2485
FBtr0339643	5810	5628.31	708.515	15.0997
FBtr0339646	6203	6021.31	0	0
FBtr0307016	6007	5825.31	10.6433	0.219158
FBtr0300351	6697	6515.31	188.886	3.47747
FBtr0339644	6245	6063.31	0	0
FBtr0331857	4695	4513.31	0	0
FBtr0344240	4539	4357.31	2.28131	0.0628008
FBtr0309278	4770	4588.31	0	0
FBtr0344241	4713	4531.31	0	0
FBtr0344238	4389	4207.31	0	0
FBtr0309277	2629	2447.31	3.71868	0.182263
FBtr0309280	5420	5238.31	0	0
FBtr0309276	4491	4309.31	0	0
FBtr0344239	4596	4414.31	2.70736e-07	7.35667e-09
FBtr0344242	4464	4282.31	0	0
FBtr0079575	1404	1222.31	0	0
FBtr0086466	1704	1522.31	0	0
FBtr0340368	2212	2030.31	0	0
FBtr0074622	2396	2214.31	10	0.541701
FBtr0307282	4098	3916.31	1	0.0306282
FBtr0071170	4268	4086.31	0	0
FBtr0305082	7805	7623.31	285.065	4.48537
FBtr0305080	3610	3428.31	59.3055	2.07497
FBtr0290112	6940	6758.31	0.00228664	4.05842e-05
FBtr0310448	7631	7449.31	0.0220169	0.000354517
FBtr0301363	5860	5678.31	2315.23	48.9073
FBtr0310450	4166	3984.31	5.46367e-06	1.64486e-07
FBtr0310449	4305	4123.31	158.898	4.62243
FBtr0305081	7571	7389.31	91.4747	1.48489
FBtr0340027	6070	5888.31	2716.99	55.3472
FBtr0070896	6166	5984.31	187.01	3.74842
FBtr0079423	2102	1920.31	2664	166.403
FBtr0077840	2395	2213.31	217.88	11.8079
FBtr0100673	2585	2403.31	12.649	0.631313
FBtr0100674	1720	1538.31	1493.47	116.453
FBtr0306686	2699	2517.31	0	0
FBtr0302600	3232	3050.31	0	0
FBtr0306687	3484	3302.31	10.1648	0.369215
FBtr0302601	2662	2480.31	0	0
FBtr0085660	2770	2588.31	0	0
FBtr0085663	2508	2326.31	20.7416	1.06948
FBtr0085662	2537	2355.31	864.3	44.0164
FBtr0085661	2716	2534.31	0	0
FBtr0302110	2717	2535.31	0	0
FBtr0302111	3000	2818.31	0	0
FBtr0113483	3192	3010.31	3.77531	0.150432
FBtr0336447	3182	3000.31	0	0
FBtr0302112	2753	2571.31	0	0
FBtr0336446	4701	4519.31	45.0187	1.19486
FBtr0306685	2299	2117.31	0	0
FBtr0085658	2685	2503.31	0	0
FBtr0085659	2906	2724.31	0	0
FBtr0301032	1126	944.312	71	9.01864
FBtr0340466	3227	3045.31	63.7765	2.51204
FBtr0339446	3029	2847.31	0.00852394	0.00035909
FBtr0073990	2961	2779.31	0	0
FBtr0339447	2997	2815.31	71.4735	3.04521
FBtr0305580	3036	2854.31	254.741	10.7052
FBtr0300174	551	369.312	2	0.649584
FBtr0077689	1073	891.312	118	15.88
FBtr0302852	1988	1806.31	4.99925	0.331979
FBtr0300361	2042	1860.31	0	0
FBtr0300053	2163	1981.31	0	0
FBtr0302853	2001	1819.31	0.000754248	4.97285e-05
FBtr0336453	4651	4469.31	0	0
FBtr0081704	3519	3337.31	0	0
FBtr0079840	790	608.312	3218.03	634.545
FBtr0079839	1338	1156.31	37.9679	3.93859
FBtr0072722	2846	2664.31	0	0
FBtr0331865	2640	2458.31	639.519	31.2043
FBtr0072721	2576	2394.31	26.4814	1.32666
FBtr0331842	2639	2457.31	110.194	5.37891
FBtr0344941	1672	1490.31	47.9301	3.85771
FBtr0345387	10443	10261.3	681.08	7.96147
FBtr0075175	1587	1405.31	551.998	47.1154
FBtr0080719	1838	1656.31	1204.88	87.2569
FBtr0080721	3164	2982.31	320.923	12.9076
FBtr0080718	3209	3027.31	0	0
FBtr0080720	1918	1736.31	1439.2	99.424
FBtr0085131	1556	1374.31	316	27.5804
FBtr0339518	2845	2663.31	2	0.0900754
FBtr0078725	3151	2969.31	0	0
FBtr0085616	386	204.333	6	3.52218
FBtr0085537	3158	2976.31	632.542	25.4923
FBtr0300190	2301	2119.31	26.5995	1.50549
FBtr0075699	2437	2255.31	1397.4	74.3212
FBtr0087291	874	692.312	0	0
FBtr0073977	667	485.312	1.66226	0.410843
FBtr0343379	375	193.353	0.337741	0.209523
FBtr0302084	5506	5324.31	1199	27.0118
FBtr0075746	2935	2753.31	0	0
FBtr0333035	1928	1746.31	0	0
FBtr0333036	2619	2437.31	0	0
FBtr0333034	1612	1430.31	0	0
FBtr0345611	1248	1066.31	0	0
FBtr0080464	1187	1005.31	0	0
FBtr0087882	1840	1658.31	6	0.433994
FBtr0087881	2107	1925.31	0	0
FBtr0083294	2784	2602.31	689.871	31.7985
FBtr0088362	852	670.312	1117.81	200.027
FBtr0088363	1139	957.312	121.338	15.2034
FBtr0273274	921	739.312	539.948	87.6038
FBtr0339455	814	632.312	164.309	31.1693
FBtr0273275	1070	888.312	195.594	26.4113
FBtr0071129	2453	2271.31	3020.2	159.499
FBtr0071130	2559	2377.31	1563.8	78.903
FBtr0300341	8276	8094.31	1.52563	0.0226083
FBtr0332322	8254	8072.31	43.0293	0.639389
FBtr0332323	7530	7348.31	568.445	9.27896
FBtr0075778	3905	3723.31	0	0
FBtr0100676	3753	3571.31	42	1.41065
FBtr0076093	5845	5663.31	268.308	5.68279
FBtr0344910	4908	4726.31	28.6921	0.728179
FBtr0081406	939	757.312	50	7.91942
FBtr0299669	1774	1592.31	4	0.301322
FBtr0080524	790	608.312	16663.6	3285.79
FBtr0342637	1226	1044.31	22.1231	2.54105
FBtr0345449	829	647.312	348.553	64.5882
FBtr0331652	4359	4177.31	0	0
FBtr0078007	1823	1641.31	0	0
FBtr0084469	1578	1396.31	27.2103	2.33749
FBtr0084470	1340	1158.31	795.251	82.3525
FBtr0302976	2741	2559.31	0	0
FBtr0302977	2970	2788.31	35.4113	1.52335
FBtr0302978	2620	2438.31	512.128	25.1935
FBtr0302974	3005	2823.31	0.000950003	4.03612e-05
FBtr0344191	2940	2758.31	60.2525	2.62018
FBtr0339707	2303	2121.31	0	0
FBtr0302973	2912	2730.31	519.365	22.817
FBtr0302975	2711	2529.31	0	0
FBtr0302979	2278	2096.31	0	0
FBtr0302972	2707	2525.31	61.8416	2.93741
FBtr0089477	5803	5621.31	0.25	0.00533459
FBtr0100471	5803	5621.31	0.25	0.00533459
FBtr0089475	5803	5621.31	0.25	0.00533459
FBtr0100472	5803	5621.31	0.25	0.00533459
FBtr0305913	1650	1468.31	4	0.326768
FBtr0273320	1409	1227.31	0	0
FBtr0072775	1387	1205.31	421	41.8968
FBtr0087599	477	295.312	2	0.812358
FBtr0086577	5019	4837.31	1	0.0247967
FBtr0082667	1651	1469.31	0	0
FBtr0087224	645	463.312	2	0.517792
FBtr0085044	596	414.312	2	0.57903
FBtr0339241	749	567.312	0	0
FBtr0084896	1758	1576.31	2	0.15219
FBtr0082704	4337	4155.31	169	4.87845
FBtr0087054	1395	1213.31	209	20.662
FBtr0346733	541	359.312	3.77785	1.26116
FBtr0084316	835	653.312	2.22215	0.407991
FBtr0082716	1403	1221.31	0	0
FBtr0334520	1399	1217.31	0	0
FBtr0112833	1434	1252.31	0	0
FBtr0071335	1975	1793.31	0	0
FBtr0340327	1632	1450.31	13	1.07518
FBtr0076118	1170	988.312	0	0
FBtr0073984	2034	1852.31	2.01081	0.130213
FBtr0073044	681	499.312	1780	427.609
FBtr0077643	1710	1528.31	321.14	25.2047
FBtr0452133	1974	1792.31	2.5	0.167311
FBtr0083960	2740	2558.31	362.533	16.9978
FBtr0334712	2610	2428.31	0	0
FBtr0334720	4448	4266.31	148.825	4.18428
FBtr0083962	3146	2964.31	0	0
FBtr0083963	6543	6361.31	0	0
FBtr0083961	6794	6612.31	232.439	4.21652
FBtr0083958	2301	2119.31	5.16309	0.292222
FBtr0334713	7374	7192.31	9.1684e-05	1.52906e-06
FBtr0083959	8675	8493.31	144.524	2.04108
FBtr0334711	3123	2941.31	0	0
FBtr0113256	2214	2032.31	0	0
FBtr0334716	4732	4550.31	0	0
FBtr0334714	2837	2655.31	105.108	4.7481
FBtr0334717	2862	2680.31	0	0
FBtr0334719	2610	2428.31	152.408	7.52839
FBtr0334718	3397	3215.31	0	0
FBtr0334715	3407	3225.31	0	0
FBtr0083660	1446	1264.31	191	18.1208
FBtr0071935	646	464.312	8512	2198.97
FBtr0089043	4109	3927.31	4.47775	0.136761
FBtr0089044	5224	5042.31	4.52225	0.107578
FBtr0089042	4241	4059.31	0	0
FBtr0071167	2003	1821.31	3663.37	241.265
FBtr0071169	2108	1926.31	49.4749	3.08075
FBtr0071168	2277	2095.31	974.519	55.7879
FBtr0070577	1044	862.312	0	0
FBtr0080540	915	733.312	195.992	32.0588
FBtr0331626	1549	1367.31	31.7134	2.7821
FBtr0071492	2805	2623.31	2	0.0914489
FBtr0074063	4523	4341.31	1030.14	28.4626
FBtr0340346	5816	5634.31	65.3632	1.39153
FBtr0331760	4841	4659.31	9.49393	0.244412
FBtr0082125	10118	9936.31	0.883575	0.0106664
FBtr0331349	12291	12109.3	0	0
FBtr0331351	11866	11684.3	0	0
FBtr0331350	12378	12196.3	5.3966	0.053075
FBtr0346097	12444	12262.3	0	0
FBtr0333692	1814	1632.31	25	1.83711
FBtr0075187	2001	1819.31	0	0
FBtr0100134	3695	3513.31	0	0
FBtr0334647	3028	2846.31	3.02545	0.127499
FBtr0100132	3697	3515.31	0	0
FBtr0076785	4422	4240.31	0	0
FBtr0334648	3765	3583.31	0	0
FBtr0070748	835	653.312	387	71.054
FBtr0086472	1250	1068.31	0	0
FBtr0110888	3831	3649.31	660.567	21.7122
FBtr0301073	4263	4081.31	728.751	21.4179
FBtr0335004	4209	4027.31	35.6822	1.06276
FBtr0083446	513	331.312	0	0
FBtr0345194	2181	1999.31	1	0.0599954
FBtr0345931	2415	2233.31	0	0
FBtr0339748	3610	3428.31	0	0
FBtr0087722	2932	2750.31	0	0
FBtr0072281	4162	3980.31	139.318	4.19844
FBtr0072282	3852	3670.31	38.3533	1.25343
FBtr0343438	3656	3474.31	483.329	16.6868
FBtr0340590	2466	2284.31	0	0
FBtr0112637	2955	2773.31	0	0
FBtr0087571	2990	2808.31	179.428	7.66379
FBtr0087572	3175	2993.31	59.6719	2.3912
FBtr0087569	3198	3016.31	606.9	24.1345
FBtr0084902	680	498.312	0	0
FBtr0301962	643	461.312	1	0.260018
FBtr0335197	503	321.312	0	0
FBtr0084182	657	475.312	0	0
FBtr0072730	1718	1536.31	2182.36	170.39
FBtr0331868	1805	1623.31	205.246	15.166
FBtr0080734	2273	2091.31	1	0.0573561
FBtr0081257	1146	964.312	22.7279	2.82709
FBtr0336619	849	667.312	46.2721	8.31742
FBtr0086676	758	576.312	649	135.078
FBtr0345798	1122	940.312	0	0
FBtr0072478	1487	1305.31	375.908	34.5434
FBtr0072477	1405	1223.31	254.883	24.9921
FBtr0305545	1408	1226.31	146.147	14.2951
FBtr0072479	1393	1211.31	1.1617e-07	1.15037e-08
FBtr0305544	1386	1204.31	0.000142384	1.41814e-05
FBtr0305546	1396	1214.31	171.061	16.8974
FBtr0072262	3956	3774.31	1150	36.5476
FBtr0303304	359	177.353	0	0
FBtr0305667	10374	10192.3	108.465	1.27648
FBtr0305668	10280	10098.3	171.535	2.03752
FBtr0306159	682	500.312	2	0.479499
FBtr0073334	923	741.312	0	0
FBtr0087247	841	659.312	152	27.6536
FBtr0304748	938	756.312	0	0
FBtr0084369	2565	2383.31	727.671	36.6229
FBtr0084368	3464	3282.31	749.697	27.3971
FBtr0089051	1531	1349.31	0	0
FBtr0082269	1104	922.312	0	0
FBtr0347216	2238	2056.31	31	1.8083
FBtr0083528	2019	1837.31	0	0
FBtr0082907	3292	3110.31	0	0
FBtr0073183	803	621.312	0	0
FBtr0340200	2242	2060.31	0.00181191	0.000105488
FBtr0070648	2246	2064.31	440.998	25.6248
FBtr0300354	3532	3350.31	0	0
FBtr0086992	3877	3695.31	40.9106	1.32796
FBtr0086991	2942	2760.31	16.9861	0.73813
FBtr0306601	5257	5075.31	0	0
FBtr0306603	4929	4747.31	34.9481	0.883027
FBtr0310059	7517	7335.31	103.714	1.69596
FBtr0336941	5337	5155.31	39.7777	0.925515
FBtr0336942	5379	5197.31	265.009	6.11618
FBtr0310058	7373	7191.31	0	0
FBtr0336940	5430	5248.31	0.00165856	3.79061e-05
FBtr0086994	7500	7318.31	90.562	1.48434
FBtr0310346	7651	7469.31	0	0
FBtr0306604	4971	4789.31	0	0
FBtr0306606	5023	4841.31	683.091	16.9244
FBtr0077656	598	416.312	3	0.864372
FBtr0335385	869	687.312	0	0
FBtr0310302	7272	7090.31	5.55885	0.0940411
FBtr0074251	5019	4837.31	0	0
